TIME_PERIOD,TIME_PERIOD_START,TIME_PERIOD_END,PRIMARY_TYPE,AGE,SEX,RACE,JUVENILE_I,DOMESTIC_I,GUNSHOT_INJURY_I,NUMBER_OF_VICTIMS
2008 Q4,10/01/2008,12/31/2008,CRIMINAL SEXUAL ASSAULT,40-49,F,WWH,false,false,UNKNOWN,4
2014 Q2,03/01/2014,06/30/2014,BATTERY,20-29,M,WHI,false,true,NO,2
2022 Q2,03/01/2022,06/30/2022,HOMICIDE,40-49,F,WHI,false,true,YES,1
2001 Q3,07/01/2001,09/30/2001,BATTERY,40-49,F,BLK,false,true,UNKNOWN,73
2017 Q2,03/01/2017,06/30/2017,ROBBERY,40-49,UNKNOWN,BLK,false,false,NO,1
2010 Q4,10/01/2010,12/31/2010,ROBBERY,80+,F,WHI,false,false,NO,3
2021 Q4,10/01/2021,12/31/2021,CRIMINAL SEXUAL ASSAULT,30-39,M,WWH,false,false,NO,2
2009 Q3,07/01/2009,09/30/2009,BATTERY,70-79,M,BLK,false,false,UNKNOWN,4
2016 Q2,03/01/2016,06/30/2016,ASSAULT,30-39,M,API,false,false,NO,4
2016 Q1,01/01/2016,03/31/2016,ASSAULT,60-69,M,UNKNOWN,false,false,NO,2
2007 Q2,03/01/2007,06/30/2007,ROBBERY,UNKNOWN,UNKNOWN,UNKNOWN,,false,UNKNOWN,276
2011 Q4,10/01/2011,12/31/2011,ASSAULT,0-19,M,BLK,true,true,NO,5
2019 Q3,07/01/2019,09/30/2019,ROBBERY,20-29,M,BLK,false,true,NO,4
2021 Q2,03/01/2021,06/30/2021,ASSAULT,30-39,M,BLK,false,false,NO,130
2008 Q2,03/01/2008,06/30/2008,BATTERY,40-49,M,API,false,true,UNKNOWN,1
2004 Q2,03/01/2004,06/30/2004,ASSAULT,0-19,M,WHI,false,false,UNKNOWN,13
2008 Q4,10/01/2008,12/31/2008,ASSAULT,0-19,F,BLK,true,false,UNKNOWN,55
2014 Q1,01/01/2014,03/31/2014,CRIMINAL SEXUAL ASSAULT,50-59,F,BLK,false,false,NO,4
2001 Q2,03/01/2001,06/30/2001,BATTERY,UNKNOWN,UNKNOWN,UNKNOWN,,true,UNKNOWN,4
2011 Q3,07/01/2011,09/30/2011,ROBBERY,0-19,UNKNOWN,UNKNOWN,true,false,NO,5
2002 Q1,01/01/2002,03/31/2002,BATTERY,0-19,F,WHI,false,true,UNKNOWN,1
2005 Q3,07/01/2005,09/30/2005,ASSAULT,0-19,M,WHI,false,false,UNKNOWN,5
2016 Q1,01/01/2016,03/31/2016,CRIMINAL SEXUAL ASSAULT,20-29,M,WWH,false,false,NO,1
2020 Q1,01/01/2020,03/31/2020,ROBBERY,0-19,F,BLK,true,false,NO,17
2018 Q2,03/01/2018,06/30/2018,ROBBERY,20-29,M,BLK,false,true,NO,7
2002 Q1,01/01/2002,03/31/2002,CRIMINAL SEXUAL ASSAULT,20-29,F,BLK,false,false,UNKNOWN,51
2009 Q1,01/01/2009,03/31/2009,BATTERY,30-39,M,API,false,false,UNKNOWN,2
2006 Q4,10/01/2006,12/31/2006,HOMICIDE,30-39,M,WHI,false,false,NO,1
2020 Q3,07/01/2020,09/30/2020,BATTERY,0-19,F,UNKNOWN,true,false,NO,2
2001 Q2,03/01/2001,06/30/2001,ROBBERY,20-29,F,BLK,false,false,UNKNOWN,194
2019 Q3,07/01/2019,09/30/2019,CRIMINAL SEXUAL ASSAULT,40-49,F,WHI,false,false,NO,8
2017 Q4,10/01/2017,12/31/2017,CRIMINAL SEXUAL ASSAULT,0-19,F,UNKNOWN,false,true,NO,1
2008 Q2,03/01/2008,06/30/2008,BATTERY,70-79,M,BLK,false,false,UNKNOWN,5
2005 Q4,10/01/2005,12/31/2005,ROBBERY,20-29,M,WHI,false,false,UNKNOWN,198
2002 Q3,07/01/2002,09/30/2002,ROBBERY,50-59,M,WWH,false,false,UNKNOWN,49
2013 Q3,07/01/2013,09/30/2013,ROBBERY,60-69,M,WWH,false,false,NO,18
2002 Q3,07/01/2002,09/30/2002,HOMICIDE,40-49,F,BLK,false,false,YES,2
2008 Q3,07/01/2008,09/30/2008,ROBBERY,20-29,M,API,false,false,UNKNOWN,34
2004 Q1,01/01/2004,03/31/2004,BATTERY,60-69,M,WHI,false,false,UNKNOWN,2
2005 Q4,10/01/2005,12/31/2005,BATTERY,0-19,F,WWH,false,false,UNKNOWN,5
2017 Q3,07/01/2017,09/30/2017,ASSAULT,30-39,M,API,false,false,NO,8
2004 Q4,10/01/2004,12/31/2004,BATTERY,40-49,M,WHI,false,true,UNKNOWN,3
2021 Q1,01/01/2021,03/31/2021,ASSAULT,80+,M,WHI,false,true,NO,1
2003 Q4,10/01/2003,12/31/2003,ASSAULT,30-39,F,WHI,false,true,UNKNOWN,4
2019 Q2,03/01/2019,06/30/2019,BATTERY,40-49,M,BLK,false,false,NO,45
2011 Q1,01/01/2011,03/31/2011,ROBBERY,50-59,F,API,false,false,NO,7
2006 Q4,10/01/2006,12/31/2006,ASSAULT,50-59,M,API,false,false,UNKNOWN,2
2012 Q4,10/01/2012,12/31/2012,BATTERY,50-59,M,WWH,false,true,NO,2
2015 Q4,10/01/2015,12/31/2015,ASSAULT,20-29,F,WWH,false,true,NO,7
2003 Q1,01/01/2003,03/31/2003,BATTERY,40-49,M,WWH,false,false,UNKNOWN,20
2009 Q2,03/01/2009,06/30/2009,BATTERY,UNKNOWN,M,UNKNOWN,,false,UNKNOWN,4
2020 Q4,10/01/2020,12/31/2020,ASSAULT,60-69,M,BLK,false,false,NO,21
2004 Q2,03/01/2004,06/30/2004,HOMICIDE,0-19,M,BLK,true,false,YES,2
2008 Q4,10/01/2008,12/31/2008,ROBBERY,70-79,M,API,false,false,UNKNOWN,3
2018 Q3,07/01/2018,09/30/2018,CRIMINAL SEXUAL ASSAULT,80+,F,BLK,false,false,NO,1
2015 Q3,07/01/2015,09/30/2015,ROBBERY,80+,M,BLK,false,false,NO,4
2020 Q3,07/01/2020,09/30/2020,ASSAULT,30-39,M,BLK,false,false,NO,98
2013 Q1,01/01/2013,03/31/2013,BATTERY,0-19,M,WHI,true,false,NO,3
2023 Q4,10/01/2023,12/31/2023,BATTERY,30-39,M,BLK,false,true,YES,5
2017 Q1,01/01/2017,03/31/2017,HOMICIDE,0-19,M,WWH,true,false,YES,1
2019 Q4,10/01/2019,12/31/2019,ASSAULT,20-29,UNKNOWN,UNKNOWN,false,false,NO,6
2009 Q2,03/01/2009,06/30/2009,CRIMINAL SEXUAL ASSAULT,0-19,M,BLK,true,true,UNKNOWN,7
2007 Q2,03/01/2007,06/30/2007,ASSAULT,30-39,M,BLK,false,true,UNKNOWN,29
2009 Q3,07/01/2009,09/30/2009,BATTERY,40-49,M,API,false,true,UNKNOWN,1
2015 Q3,07/01/2015,09/30/2015,BATTERY,20-29,M,WHI,false,true,NO,4
2015 Q2,03/01/2015,06/30/2015,BATTERY,20-29,M,WWH,false,false,YES,48
2020 Q1,01/01/2020,03/31/2020,ROBBERY,UNKNOWN,M,BLK,,false,NO,2
2014 Q3,07/01/2014,09/30/2014,ROBBERY,40-49,M,WHI,false,false,NO,34
2004 Q1,01/01/2004,03/31/2004,ASSAULT,30-39,F,WWH,false,false,UNKNOWN,13
2018 Q4,10/01/2018,12/31/2018,CRIMINAL SEXUAL ASSAULT,40-49,F,BLK,false,true,NO,6
2006 Q4,10/01/2006,12/31/2006,ROBBERY,30-39,UNKNOWN,UNKNOWN,false,false,UNKNOWN,3
2005 Q2,03/01/2005,06/30/2005,CRIMINAL SEXUAL ASSAULT,0-19,M,API,true,false,UNKNOWN,1
2018 Q4,10/01/2018,12/31/2018,BATTERY,20-29,M,API,false,true,NO,1
2003 Q3,07/01/2003,09/30/2003,ASSAULT,60-69,F,WHI,false,true,UNKNOWN,2
2019 Q4,10/01/2019,12/31/2019,ROBBERY,40-49,M,API,false,false,NO,7
2009 Q2,03/01/2009,06/30/2009,BATTERY,60-69,M,UNKNOWN,false,false,UNKNOWN,1
2018 Q4,10/01/2018,12/31/2018,BATTERY,UNKNOWN,UNKNOWN,UNKNOWN,,false,NO,21
2004 Q3,07/01/2004,09/30/2004,ASSAULT,40-49,F,WWH,false,true,UNKNOWN,4
2010 Q1,01/01/2010,03/31/2010,BATTERY,30-39,F,API,false,true,NO,2
2011 Q2,03/01/2011,06/30/2011,BATTERY,70-79,F,BLK,false,true,NO,2
2016 Q1,01/01/2016,03/31/2016,ROBBERY,30-39,UNKNOWN,BLK,false,true,NO,1
2012 Q4,10/01/2012,12/31/2012,ASSAULT,50-59,M,WBH,false,false,NO,1
2004 Q1,01/01/2004,03/31/2004,BATTERY,UNKNOWN,M,WHI,,false,UNKNOWN,5
2012 Q1,01/01/2012,03/31/2012,ASSAULT,20-29,F,WHI,false,false,NO,9
2012 Q4,10/01/2012,12/31/2012,HOMICIDE,20-29,F,BLK,false,false,YES,2
2021 Q3,07/01/2021,09/30/2021,ASSAULT,20-29,M,UNKNOWN,false,false,NO,10
2005 Q3,07/01/2005,09/30/2005,ROBBERY,70-79,M,WHI,false,false,UNKNOWN,13
2002 Q1,01/01/2002,03/31/2002,ROBBERY,20-29,M,WWH,false,true,UNKNOWN,1
2011 Q2,03/01/2011,06/30/2011,ROBBERY,60-69,M,I,false,false,NO,1
2000 Q3,07/01/2000,09/30/2000,HOMICIDE,30-39,F,WWH,false,false,YES,1
2015 Q1,01/01/2015,03/31/2015,BATTERY,50-59,M,WHI,false,false,NO,12
2018 Q2,03/01/2018,06/30/2018,BATTERY,50-59,M,UNKNOWN,false,false,NO,1
2020 Q1,01/01/2020,03/31/2020,ASSAULT,40-49,M,BLK,false,true,NO,19
2012 Q3,07/01/2012,09/30/2012,ASSAULT,50-59,F,WHI,false,true,NO,4
2006 Q2,03/01/2006,06/30/2006,ROBBERY,0-19,M,I,true,false,UNKNOWN,1
2003 Q3,07/01/2003,09/30/2003,BATTERY,30-39,M,WWH,false,true,UNKNOWN,12
2004 Q3,07/01/2004,09/30/2004,ROBBERY,0-19,M,WWH,true,false,UNKNOWN,88
2013 Q4,10/01/2013,12/31/2013,ROBBERY,30-39,M,WWH,false,false,NO,86
2001 Q2,03/01/2001,06/30/2001,HOMICIDE,20-29,M,BLK,false,true,YES,1
2015 Q4,10/01/2015,12/31/2015,BATTERY,70-79,M,WHI,false,true,NO,2
2005 Q1,01/01/2005,03/31/2005,ROBBERY,50-59,F,WBH,false,false,UNKNOWN,1
2008 Q3,07/01/2008,09/30/2008,ROBBERY,20-29,F,WWH,false,false,UNKNOWN,62
2019 Q3,07/01/2019,09/30/2019,NON-FATAL,20-29,F,BLK,false,false,YES,1
2014 Q2,03/01/2014,06/30/2014,ASSAULT,40-49,M,BLK,false,false,NO,54
1994 Q3,07/01/1994,09/30/1994,HOMICIDE,30-39,F,BLK,false,false,YES,6
2003 Q4,10/01/2003,12/31/2003,CRIMINAL SEXUAL ASSAULT,0-19,UNKNOWN,WWH,true,false,UNKNOWN,1
2001 Q4,10/01/2001,12/31/2001,ROBBERY,0-19,F,WHI,false,false,UNKNOWN,22
2013 Q3,07/01/2013,09/30/2013,CRIMINAL SEXUAL ASSAULT,30-39,M,WHI,false,false,NO,3
2011 Q4,10/01/2011,12/31/2011,BATTERY,0-19,M,WBH,false,false,NO,2
2014 Q3,07/01/2014,09/30/2014,BATTERY,70-79,UNKNOWN,UNKNOWN,false,false,NO,1
2014 Q4,10/01/2014,12/31/2014,BATTERY,20-29,UNKNOWN,UNKNOWN,false,false,NO,3
2010 Q1,01/01/2010,03/31/2010,ASSAULT,30-39,M,WBH,false,false,NO,3
2014 Q3,07/01/2014,09/30/2014,CRIMINAL SEXUAL ASSAULT,0-19,F,BLK,true,true,NO,34
2019 Q4,10/01/2019,12/31/2019,ASSAULT,0-19,M,WWH,true,true,NO,3
2004 Q1,01/01/2004,03/31/2004,ASSAULT,30-39,M,API,false,false,UNKNOWN,2
2006 Q1,01/01/2006,03/31/2006,CRIMINAL SEXUAL ASSAULT,0-19,M,BLK,false,false,UNKNOWN,1
2017 Q1,01/01/2017,03/31/2017,ASSAULT,40-49,F,WWH,false,true,NO,5
2010 Q3,07/01/2010,09/30/2010,BATTERY,40-49,M,WWH,false,false,NO,27
2008 Q4,10/01/2008,12/31/2008,ASSAULT,0-19,F,WWH,false,false,UNKNOWN,6
2013 Q2,03/01/2013,06/30/2013,BATTERY,30-39,F,BLK,false,false,NO,36
2006 Q4,10/01/2006,12/31/2006,ASSAULT,50-59,F,WWH,false,false,UNKNOWN,1
1994 Q3,07/01/1994,09/30/1994,HOMICIDE,40-49,M,WHI,false,false,YES,1
1992 Q1,01/01/1992,03/31/1992,HOMICIDE,30-39,M,BLK,false,true,NO,3
2005 Q4,10/01/2005,12/31/2005,BATTERY,0-19,M,API,false,false,UNKNOWN,1
2013 Q2,03/01/2013,06/30/2013,ASSAULT,0-19,M,UNKNOWN,true,false,NO,2
2006 Q1,01/01/2006,03/31/2006,BATTERY,20-29,M,WHI,false,true,UNKNOWN,4
2013 Q3,07/01/2013,09/30/2013,ROBBERY,60-69,F,API,false,false,NO,2
2009 Q1,01/01/2009,03/31/2009,ASSAULT,UNKNOWN,M,WHI,,false,UNKNOWN,2
2017 Q3,07/01/2017,09/30/2017,ASSAULT,80+,F,WHI,false,true,NO,1
2019 Q2,03/01/2019,06/30/2019,ROBBERY,50-59,F,API,false,false,NO,4
2009 Q1,01/01/2009,03/31/2009,ROBBERY,20-29,F,BLK,false,false,UNKNOWN,185
2019 Q1,01/01/2019,03/31/2019,HOMICIDE,20-29,F,BLK,false,true,NO,1
2008 Q2,03/01/2008,06/30/2008,ROBBERY,60-69,F,API,false,false,UNKNOWN,2
2016 Q1,01/01/2016,03/31/2016,BATTERY,0-19,M,UNKNOWN,true,false,NO,1
1992 Q3,07/01/1992,09/30/1992,HOMICIDE,30-39,F,BLK,false,false,YES,4
2001 Q1,01/01/2001,03/31/2001,CRIMINAL SEXUAL ASSAULT,0-19,M,BLK,true,true,UNKNOWN,12
2008 Q1,01/01/2008,03/31/2008,BATTERY,40-49,F,BLK,false,true,UNKNOWN,47
2001 Q2,03/01/2001,06/30/2001,BATTERY,30-39,M,API,false,false,UNKNOWN,8
2010 Q3,07/01/2010,09/30/2010,BATTERY,UNKNOWN,F,BLK,,true,NO,1
2005 Q2,03/01/2005,06/30/2005,ROBBERY,30-39,F,WHI,false,false,UNKNOWN,36
2001 Q3,07/01/2001,09/30/2001,HOMICIDE,40-49,M,WWH,false,false,YES,2
2017 Q3,07/01/2017,09/30/2017,HOMICIDE,0-19,M,BLK,true,true,NO,1
2019 Q4,10/01/2019,12/31/2019,BATTERY,50-59,F,BLK,false,false,NO,14
2016 Q1,01/01/2016,03/31/2016,ASSAULT,30-39,F,BLK,false,false,NO,53
2011 Q4,10/01/2011,12/31/2011,BATTERY,60-69,M,BLK,false,true,NO,15
2018 Q4,10/01/2018,12/31/2018,ROBBERY,30-39,F,BLK,false,true,NO,6
2001 Q4,10/01/2001,12/31/2001,ROBBERY,30-39,M,BLK,false,false,UNKNOWN,435
2011 Q3,07/01/2011,09/30/2011,BATTERY,30-39,M,BLK,false,true,NO,48
2016 Q3,07/01/2016,09/30/2016,ROBBERY,0-19,M,BLK,true,false,NO,110
2019 Q4,10/01/2019,12/31/2019,HOMICIDE,60-69,M,BLK,false,true,NO,1
2019 Q2,03/01/2019,06/30/2019,BATTERY,40-49,M,WWH,false,false,YES,5
2012 Q2,03/01/2012,06/30/2012,BATTERY,40-49,F,WWH,false,true,NO,5
2008 Q4,10/01/2008,12/31/2008,BATTERY,60-69,F,BLK,false,false,UNKNOWN,4
2008 Q2,03/01/2008,06/30/2008,ROBBERY,UNKNOWN,F,API,,false,UNKNOWN,1
2016 Q3,07/01/2016,09/30/2016,ASSAULT,40-49,F,BLK,false,true,NO,38
2006 Q1,01/01/2006,03/31/2006,CRIMINAL SEXUAL ASSAULT,30-39,F,WHI,false,false,UNKNOWN,8
2013 Q2,03/01/2013,06/30/2013,BATTERY,0-19,M,WHI,false,false,NO,4
2018 Q4,10/01/2018,12/31/2018,BATTERY,40-49,F,UNKNOWN,false,false,NO,1
2007 Q3,07/01/2007,09/30/2007,BATTERY,UNKNOWN,M,BLK,,true,UNKNOWN,8
2018 Q2,03/01/2018,06/30/2018,BATTERY,30-39,F,API,false,true,NO,3
2011 Q3,07/01/2011,09/30/2011,ASSAULT,0-19,F,UNKNOWN,true,true,NO,2
2019 Q1,01/01/2019,03/31/2019,BATTERY,70-79,F,BLK,false,true,NO,4
2017 Q1,01/01/2017,03/31/2017,ASSAULT,20-29,F,UNKNOWN,false,false,NO,5
2012 Q4,10/01/2012,12/31/2012,CRIMINAL SEXUAL ASSAULT,0-19,F,WHI,false,true,NO,2
2010 Q1,01/01/2010,03/31/2010,ROBBERY,20-29,M,BLK,false,true,NO,4
2007 Q3,07/01/2007,09/30/2007,ROBBERY,0-19,F,BLK,false,true,UNKNOWN,2
2019 Q3,07/01/2019,09/30/2019,ASSAULT,0-19,F,UNKNOWN,false,true,NO,1
1993 Q1,01/01/1993,03/31/1993,HOMICIDE,30-39,M,BLK,false,true,YES,1
2009 Q3,07/01/2009,09/30/2009,ROBBERY,50-59,F,BLK,false,true,UNKNOWN,1
2003 Q2,03/01/2003,06/30/2003,BATTERY,70-79,F,WWH,false,true,UNKNOWN,1
2013 Q2,03/01/2013,06/30/2013,ROBBERY,20-29,F,WWH,false,false,NO,59
2020 Q2,03/01/2020,06/30/2020,ASSAULT,70-79,F,BLK,false,false,NO,2
2006 Q2,03/01/2006,06/30/2006,CRIMINAL SEXUAL ASSAULT,20-29,F,API,false,true,UNKNOWN,1
2010 Q1,01/01/2010,03/31/2010,BATTERY,50-59,M,UNKNOWN,false,false,NO,1
2006 Q4,10/01/2006,12/31/2006,BATTERY,0-19,M,BLK,true,true,UNKNOWN,17
2001 Q3,07/01/2001,09/30/2001,ROBBERY,UNKNOWN,M,BLK,,false,UNKNOWN,17
2019 Q2,03/01/2019,06/30/2019,BATTERY,0-19,M,BLK,false,false,YES,34
2003 Q2,03/01/2003,06/30/2003,ASSAULT,20-29,M,WHI,false,true,UNKNOWN,4
2015 Q2,03/01/2015,06/30/2015,BATTERY,30-39,M,WBH,false,false,NO,1
2002 Q2,03/01/2002,06/30/2002,BATTERY,0-19,F,WHI,true,true,UNKNOWN,2
2008 Q4,10/01/2008,12/31/2008,BATTERY,UNKNOWN,F,BLK,,false,UNKNOWN,3
2010 Q3,07/01/2010,09/30/2010,BATTERY,20-29,M,UNKNOWN,false,true,NO,1
2012 Q4,10/01/2012,12/31/2012,ROBBERY,40-49,M,BLK,false,true,NO,4
2012 Q4,10/01/2012,12/31/2012,ASSAULT,UNKNOWN,M,BLK,,false,NO,1
1994 Q3,07/01/1994,09/30/1994,HOMICIDE,50-59,M,WHI,false,false,NO,2
2002 Q3,07/01/2002,09/30/2002,BATTERY,40-49,M,BLK,false,false,UNKNOWN,294
2001 Q2,03/01/2001,06/30/2001,BATTERY,30-39,F,WWH,false,false,UNKNOWN,31
2004 Q4,10/01/2004,12/31/2004,CRIMINAL SEXUAL ASSAULT,50-59,F,WHI,false,false,UNKNOWN,3
2002 Q1,01/01/2002,03/31/2002,ROBBERY,40-49,M,UNKNOWN,false,false,UNKNOWN,2
1998 Q3,07/01/1998,09/30/1998,HOMICIDE,60-69,M,WHI,false,false,NO,1
2001 Q2,03/01/2001,06/30/2001,ASSAULT,60-69,M,WHI,false,false,UNKNOWN,3
2014 Q4,10/01/2014,12/31/2014,ASSAULT,50-59,F,BLK,false,false,NO,15
2014 Q2,03/01/2014,06/30/2014,ASSAULT,0-19,UNKNOWN,BLK,true,false,NO,1
2003 Q3,07/01/2003,09/30/2003,BATTERY,30-39,F,I,false,false,UNKNOWN,1
2017 Q1,01/01/2017,03/31/2017,ROBBERY,40-49,UNKNOWN,WWH,false,false,NO,1
2003 Q4,10/01/2003,12/31/2003,ASSAULT,0-19,M,BLK,false,true,UNKNOWN,10
2017 Q3,07/01/2017,09/30/2017,HOMICIDE,80+,M,WHI,false,false,YES,1
1999 Q3,07/01/1999,09/30/1999,HOMICIDE,50-59,M,BLK,false,true,YES,1
2014 Q1,01/01/2014,03/31/2014,ROBBERY,0-19,F,BLK,false,true,NO,1
1997 Q2,03/01/1997,06/30/1997,HOMICIDE,40-49,F,BLK,false,false,NO,2
2009 Q2,03/01/2009,06/30/2009,HOMICIDE,0-19,M,BLK,true,false,YES,6
2013 Q2,03/01/2013,06/30/2013,ROBBERY,20-29,M,API,false,false,NO,32
2017 Q2,03/01/2017,06/30/2017,BATTERY,20-29,F,WHI,false,false,NO,9
2016 Q2,03/01/2016,06/30/2016,ASSAULT,0-19,M,WHI,true,false,NO,3
2002 Q1,01/01/2002,03/31/2002,BATTERY,30-39,M,BLK,false,true,UNKNOWN,83
2019 Q4,10/01/2019,12/31/2019,HOMICIDE,20-29,M,WWH,false,false,YES,6
2019 Q2,03/01/2019,06/30/2019,ROBBERY,50-59,M,WWH,false,false,NO,33
2018 Q2,03/01/2018,06/30/2018,ASSAULT,60-69,F,WHI,false,true,NO,1
2018 Q2,03/01/2018,06/30/2018,ASSAULT,30-39,M,WBH,false,false,NO,4
2021 Q3,07/01/2021,09/30/2021,HOMICIDE,20-29,F,BLK,false,false,YES,1
2020 Q4,10/01/2020,12/31/2020,BATTERY,80+,F,BLK,false,true,NO,1
2020 Q3,07/01/2020,09/30/2020,HOMICIDE,40-49,M,WWH,false,false,NO,1
2017 Q3,07/01/2017,09/30/2017,CRIMINAL SEXUAL ASSAULT,20-29,F,API,false,false,NO,2
2010 Q1,01/01/2010,03/31/2010,BATTERY,0-19,F,WHI,false,true,NO,2
2022 Q4,10/01/2022,12/31/2022,BATTERY,60-69,F,BLK,false,false,YES,1
2011 Q1,01/01/2011,03/31/2011,ROBBERY,0-19,F,WBH,true,false,NO,1
2001 Q3,07/01/2001,09/30/2001,HOMICIDE,0-19,M,WWH,true,false,NO,1
2003 Q2,03/01/2003,06/30/2003,BATTERY,70-79,F,BLK,false,true,UNKNOWN,6
2019 Q3,07/01/2019,09/30/2019,ASSAULT,50-59,M,WHI,false,false,NO,14
2005 Q3,07/01/2005,09/30/2005,ROBBERY,50-59,UNKNOWN,UNKNOWN,false,false,UNKNOWN,7
2001 Q1,01/01/2001,03/31/2001,CRIMINAL SEXUAL ASSAULT,0-19,M,WWH,true,true,UNKNOWN,1
2007 Q4,10/01/2007,12/31/2007,ASSAULT,20-29,F,WWH,false,true,UNKNOWN,13
2011 Q4,10/01/2011,12/31/2011,ASSAULT,30-39,F,WHI,false,true,NO,4
2021 Q2,03/01/2021,06/30/2021,ASSAULT,UNKNOWN,M,WHI,,false,NO,12
2003 Q1,01/01/2003,03/31/2003,ROBBERY,50-59,F,API,false,false,UNKNOWN,3
1995 Q3,07/01/1995,09/30/1995,HOMICIDE,UNKNOWN,M,BLK,,false,NO,1
2011 Q3,07/01/2011,09/30/2011,BATTERY,30-39,M,WWH,false,true,NO,14
2017 Q3,07/01/2017,09/30/2017,ASSAULT,0-19,M,WHI,false,false,NO,1
2017 Q4,10/01/2017,12/31/2017,BATTERY,80+,M,BLK,false,true,NO,4
2008 Q4,10/01/2008,12/31/2008,ASSAULT,30-39,M,WHI,false,false,UNKNOWN,49
2016 Q1,01/01/2016,03/31/2016,BATTERY,60-69,M,WHI,false,false,NO,6
2016 Q4,10/01/2016,12/31/2016,BATTERY,40-49,M,WHI,false,true,NO,3
2019 Q4,10/01/2019,12/31/2019,BATTERY,50-59,F,WWH,false,false,NO,2
2005 Q4,10/01/2005,12/31/2005,ASSAULT,UNKNOWN,M,API,,false,UNKNOWN,1
2001 Q3,07/01/2001,09/30/2001,ROBBERY,UNKNOWN,M,WWH,,false,UNKNOWN,14
2016 Q1,01/01/2016,03/31/2016,ASSAULT,30-39,F,WWH,false,false,NO,15
2020 Q2,03/01/2020,06/30/2020,ASSAULT,70-79,F,WWH,false,false,NO,2
2009 Q3,07/01/2009,09/30/2009,CRIMINAL SEXUAL ASSAULT,50-59,M,BLK,false,false,UNKNOWN,2
2012 Q1,01/01/2012,03/31/2012,ROBBERY,60-69,F,API,false,false,NO,1
2017 Q4,10/01/2017,12/31/2017,ROBBERY,20-29,M,WHI,false,false,NO,144
2008 Q4,10/01/2008,12/31/2008,BATTERY,UNKNOWN,F,WWH,,false,UNKNOWN,2
2016 Q3,07/01/2016,09/30/2016,ROBBERY,0-19,M,WWH,true,false,NO,55
2010 Q3,07/01/2010,09/30/2010,BATTERY,UNKNOWN,F,WWH,,true,NO,1
2011 Q3,07/01/2011,09/30/2011,ASSAULT,60-69,F,WHI,false,true,NO,1
2020 Q2,03/01/2020,06/30/2020,BATTERY,20-29,M,WHI,false,false,NO,10
2008 Q3,07/01/2008,09/30/2008,ASSAULT,UNKNOWN,M,WHI,,false,UNKNOWN,6
2006 Q4,10/01/2006,12/31/2006,BATTERY,0-19,M,WWH,true,true,UNKNOWN,2
2009 Q1,01/01/2009,03/31/2009,BATTERY,0-19,M,WHI,false,false,UNKNOWN,7
2005 Q3,07/01/2005,09/30/2005,ASSAULT,30-39,M,API,false,false,UNKNOWN,2
2008 Q1,01/01/2008,03/31/2008,BATTERY,40-49,F,WWH,false,true,UNKNOWN,3
2001 Q3,07/01/2001,09/30/2001,ROBBERY,60-69,M,WWH,false,false,UNKNOWN,20
2014 Q4,10/01/2014,12/31/2014,ASSAULT,50-59,M,API,false,false,NO,2
2008 Q3,07/01/2008,09/30/2008,ASSAULT,30-39,F,WBH,false,true,UNKNOWN,1
2013 Q3,07/01/2013,09/30/2013,CRIMINAL SEXUAL ASSAULT,0-19,F,WWH,false,false,NO,1
2020 Q4,10/01/2020,12/31/2020,CRIMINAL SEXUAL ASSAULT,70-79,F,BLK,false,false,NO,2
2007 Q1,01/01/2007,03/31/2007,BATTERY,50-59,M,WHI,false,false,UNKNOWN,13
2007 Q3,07/01/2007,09/30/2007,ROBBERY,80+,M,BLK,false,false,UNKNOWN,19
2007 Q3,07/01/2007,09/30/2007,BATTERY,20-29,M,WHI,false,true,UNKNOWN,3
2012 Q2,03/01/2012,06/30/2012,ROBBERY,30-39,F,UNKNOWN,false,false,NO,7
2011 Q4,10/01/2011,12/31/2011,BATTERY,60-69,M,WWH,false,true,NO,2
2013 Q2,03/01/2013,06/30/2013,BATTERY,80+,F,WHI,false,true,NO,1
2008 Q3,07/01/2008,09/30/2008,ASSAULT,60-69,M,WHI,false,false,UNKNOWN,7
2012 Q2,03/01/2012,06/30/2012,BATTERY,40-49,F,BLK,false,true,NO,36
2010 Q3,07/01/2010,09/30/2010,ROBBERY,50-59,M,WWH,false,false,NO,51
2019 Q1,01/01/2019,03/31/2019,ASSAULT,20-29,M,WHI,false,true,NO,1
2014 Q1,01/01/2014,03/31/2014,HOMICIDE,50-59,F,BLK,false,false,NO,1
2016 Q3,07/01/2016,09/30/2016,ASSAULT,40-49,F,WWH,false,true,NO,5
2011 Q1,01/01/2011,03/31/2011,ASSAULT,40-49,M,WBH,false,true,NO,1
2001 Q1,01/01/2001,03/31/2001,BATTERY,0-19,M,WHI,true,false,UNKNOWN,23
1999 Q1,01/01/1999,03/31/1999,HOMICIDE,30-39,F,WWH,false,false,YES,1
2020 Q2,03/01/2020,06/30/2020,ROBBERY,0-19,F,WWH,false,false,NO,9
1994 Q3,07/01/1994,09/30/1994,HOMICIDE,30-39,M,BLK,false,false,NO,7
2020 Q4,10/01/2020,12/31/2020,HOMICIDE,60-69,M,BLK,false,false,NO,1
2006 Q3,07/01/2006,09/30/2006,ROBBERY,40-49,M,WHI,false,false,UNKNOWN,100
